Title,Abstract,Keywords,Links,Citation
"Progressing Speech Disorder Identification: A Thorough Investigation into Dysarthria Categorization Utilizing ResNet50 CNN,","The speech issue of dysarthria, which is frequently observed in individuals with cerebral palsy (CP) or amyotrophic lateral sclerosis (ALS), is the subject of this research article. Timely detection of dysarthria is essential for effective interventions and improved patient results, as it significantly impacts communication proficiency. The study employs the TORGO database, which has 2000 samples of individuals with and without dysarthria, encompassing various genders. The researchers utilize a ResNet50 Convolutional Neural Network (CNN) to categorize speech. The dataset comprises individuals of both genders, encompassing both dysarthric and non-dysarthric individuals. Each group consists of 500 samples, which were recorded over distinct sessions. The CNN-based technique achieves a remarkable 96% accuracy in distinguishing between dysarthric and non-dysarthric instances. This underscores the potential of deep learning technology in aiding the early identification of dysarthria and facilitating timely treatments for affected individuals. This study provides valuable contributions to the enhancement of diagnostic capabilities and offers a potential avenue for enhancing the quality of life for individuals experiencing speech impairments.","keywords: {Deep learning;Cerebral palsy;Accuracy;Databases;Medical treatment;Speech enhancement;Robustness;Artificial Intelligence;Deep Learning;ResNet50 Convolutional Neural Network (CNN) model;Model Training;Dysarthria Classification},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10581063&isnumber=10580998,"M. Singla, K. S. Gill, D. Upadhyay and S. Devliyal, ""Progressing Speech Disorder Identification: A Thorough Investigation into Dysarthria Categorization Utilizing ResNet50 CNN,"" 2024 International Conference on Intelligent Systems for Cybersecurity (ISCS), Gurugram, India, 2024, pp. 1-5, doi: 10.1109/ISCS61804.2024.10581063."
"Enhancing the Diagnosis of Speech Disorders: An In-Depth Investigation into Dysarthria Classification Using the ResNet18 Model,","This research article concentrates on dysarthria, a speech impediment commonly observed in individuals with conditions such as cerebral palsy (CP) or amyotrophic lateral sclerosis (ALS). Early detection of dysarthria is essential for effective interventions and improved patient outcomes, as it significantly impacts communication abilities. Employing the TORGO database, comprising 2000 samples from individuals with and without dysarthria, encompassing diverse genders, the study utilizes a Convolutional Neural Network (ResNet18 Model) for speech classification. The dataset encompasses both dysarthric and non-dysarthric subjects of both genders, with 500 samples each, recorded in separate sessions. The ResNet18 Model-based approach demonstrates an impressive 96% accuracy in distinguishing between dysarthric and non-dysarthric instances, underscoring the potential of deep learning technology in aiding early dysarthria detection and facilitating timely interventions. This investigation significantly contributes to advancing diagnostic capabilities and presents a promising avenue to enhance the quality of life for individuals grappling with speech difficulties.","keywords: {Deep learning;Cerebral palsy;Accuracy;Databases;Speech enhancement;Market research;Robustness;Artificial Intelligence;Deep Learning;Convolutional Neural Network (ResNet18 Model);Model Training;Dysarthria Classification},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10625627&isnumber=10624740,"K. Mittal, K. S. Gill, K. Rajput and V. Singh, ""Enhancing the Diagnosis of Speech Disorders: An In-Depth Investigation into Dysarthria Classification Using the ResNet18 Model,"" 2024 IEEE International Conference on Information Technology, Electronics and Intelligent Communication Systems (ICITEICS), Bangalore, India, 2024, pp. 1-5, doi: 10.1109/ICITEICS61368.2024.10625627."
"Statistical Analysis of Speech Disorder Specific Features to Characterise Dysarthria Severity Level,","Poor coordination of the speech production subsystems due to any neurological injury or a neuro-degenerative disease leads to dysarthria, a neuro-motor speech disorder. Dysarthric speech impairments can be mapped to the deficits caused in phonation, articulation, prosody, and glottal functioning. With the aim of reducing the subjectivity in clinical evaluations, many automated systems are proposed in the literature to assess the dysarthria severity level using these features. This work aims to analyse the suitability of these features in determining the severity level. A detailed investigation is done to rank these features for their efficacy in modelling the pathological aspects of dysarthric speech, using the technique of paraconsistent feature engineering. The study used two dysarthric speech databases, UA-Speech and TORGO. It puts light into the fact that both the prosody and articulation features are best useful for dysarthria severity estimation, which was supported by the classification accuracies obtained on using different machine learning classifiers.","keywords: {Pathology;Statistical analysis;Databases;Estimation;Production;Machine learning;Signal processing;dysarthria severity estimation;paraconsistent feature engineering;statistical analysis},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10095366&isnumber=10094560,"A. A. Joshy, P. N. Parameswaran, S. R. Nair and R. Rajan, ""Statistical Analysis of Speech Disorder Specific Features to Characterise Dysarthria Severity Level,"" ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP), Rhodes Island, Greece, 2023, pp. 1-5, doi: 10.1109/ICASSP49357.2023.10095366."
"Identification of Cerebellar Dysarthria with SISO Characterisation,","Quantitative identification of dysarthria plays a major role in the classification of its severity. This paper quantitatively analyses several components of cerebellar dysarthria. The methodology described in this study will be extended to other types of dysarthria via systematic analysis. The speech production model is characterized as a second-order singleinput and single-output (SISO), linear, time-invariant (LTI) system in our study. A comparative study on the behavior of the damping ratio and resonant frequency for dysarthric and non-dysarthric subjects is presented. The results are further analyzed using the Principal component analysis (PCA) technique to emphasize the variation and uncover strong patterns in the selected features. The effects of some other related factors like decay time and Q-factor are also highlighted.","keywords: {Speech;Damping;Feature extraction;Resonant frequency;Production;Diseases;Transfer functions;dysarthria;speechdisorder;damping;resonantfrequency;secondordermodel;decayrate;vocaltract},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8251336&isnumber=8251248,"B. Kashyap, D. Szmulewicz, P. N. Pathirana, M. Horne and L. Power, ""Identification of Cerebellar Dysarthria with SISO Characterisation,"" 2017 IEEE 17th International Conference on Bioinformatics and Bioengineering (BIBE), Washington, DC, USA, 2017, pp. 479-485, doi: 10.1109/BIBE.2017.000-8."
"CNN-Driven Innovations in Dysarthria Classification and Speech Disorder Management,","This research article addresses dysarthria, a speech disorder frequently observed in individuals with cerebral palsy (CP) or amyotrophic lateral sclerosis (ALS). Early detection of dysarthria is essential for effective treatment and improved patient outcomes, as it significantly impacts communication abilities. Utilizing the TORGO database, which comprises 2000 speech samples from both dysarthric and non-dysarthric individuals across various genders, this study employs a Convolutional Neural Network (CNN) for classification. The dataset includes 500 samples each from both groups, collected in different sessions. The CNN approach achieves an impressive 96% accuracy in distinguishing dysarthric from non-dysarthric speech, showcasing the potential of deep learning technology in facilitating early dysarthria diagnosis and enabling timely interventions. This study makes substantial contributions to enhancing diagnostic capabilities and offers a promising avenue for improving the quality of life for individuals with speech disorders.","keywords: {Deep learning;Computers;Cerebral palsy;Technological innovation;Electric potential;Accuracy;Databases;Speech enhancement;Convolutional neural networks;Medical diagnosis;Artificial intelligence;deep learning;convolutional neural network (CNN) model;model training;dysarthria classification},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10739183&isnumber=10738866,"A. Kheterpal, K. S. Gill, D. Upadhyay and S. Devliyal, ""CNN-Driven Innovations in Dysarthria Classification and Speech Disorder Management,"" 2024 International Conference on Electrical Electronics and Computing Technologies (ICEECT), Greater Noida, India, 2024, pp. 1-5, doi: 10.1109/ICEECT61758.2024.10739183."
"Constant Q Transform for Audio-Visual Dysarthria Severity Assessment,","This paper describes an automatic dysarthria severity assessment system submitted for the MDSA2024 challenge. The system utilizes audio and visual features to classify the severity of dysarthria. We investigate the effectiveness of different acoustic feature combinations, such as Mel spectrogram, filterbank and constant Q transform. Different encoders for audio data processing are compared in the experiments. The results demonstrate that the Conformer encoder achieves superior performance compared to the Densenet encoder on pure audio features. We further explore model-level fusion by combining audio and visual embeddings, leading to improvements in precision’ recall, and accuracy metrics. The best-achieved score on the test set is 7.5579, with an individual F1-score of 0.7028. The findings suggest that the proposed system with Conformer encoder and model-level fusion holds promise for automatic dysarthria assessment.","keywords: {Measurement;Visualization;Accuracy;Filter banks;Transforms;Data processing;Acoustics;Data models;Spectrogram;dysarthria severity assessment;acoustic feature combination;multimodalities model-level fusion},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10800051&isnumber=10799969,"G. Sun and L. Wang, ""Constant Q Transform for Audio-Visual Dysarthria Severity Assessment,"" 2024 IEEE 14th International Symposium on Chinese Spoken Language Processing (ISCSLP), Beijing, China, 2024, pp. 146-150, doi: 10.1109/ISCSLP63861.2024.10800051."
"Dysarthria Detection with Deep Representation Learning for Patients with Parkinson’s Disease,","Dysarthria is a very common motor speech symptom in Parkinson’s disease impairing normal communications of patients. Detection of dysarthria could assist clinical diagnosis and intervention of Parkinson’s disease, provide monitoring approach for treatment-related side effects, and lead to effective speech therapy to prevent further communication and social deficits. Applying machine learning techniques to speech analysis for patients offers more resource-efficient, accessible and objective tools for screening and assessment of dysarthria. In this study, we constructed a multi-task speech dataset recorded from 600 participants with high data diversity to facilitate the development of detection models. We established a remote data acquisition and end-to-end prediction pipeline with deep representation learning, compared the performance with different feature-based learning and classification methods, and achieved a superior accuracy of over 90%. Different affecting factors were analyzed for model performance. Our proposed framework demonstrates the potential of developing and deploying an automated self-monitoring approach of dysarthria for patients with Parkinson’s disease, which could benefit a large-scale population and their disease managements.","keywords: {Representation learning;Speech analysis;Pipelines;Data acquisition;Medical treatment;Multitasking;Motors;Data models;Monitoring;Diseases;Parkinson’s disease;dysarthria;deep representation learning;speech;detection},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10781584&isnumber=10781494,"C. Zhang, C. Gong and Y. Sui, ""Dysarthria Detection with Deep Representation Learning for Patients with Parkinson’s Disease,"" 2024 46th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC), Orlando, FL, USA, 2024, pp. 1-5, doi: 10.1109/EMBC53108.2024.10781584."
"Automatic assessment of dysarthria severity level using audio descriptors,","Dysarthria is a motor speech impairment, often characterized by speech that is generally indiscernible by human listeners. Assessment of the severity level of dysarthria provides an understanding of the patient's progression in the underlying cause and is essential for planning therapy, as well as improving automatic dysarthric speech recognition. In this paper, we propose a non-linguistic manner of automatic assessment of severity levels using audio descriptors or a set of features traditionally used to define timbre of musical instruments and have been modified to suit this purpose. Multitapered spectral estimation based features were computed and used for classification, in addition to the audio descriptors for timbre. An Artificial Neural Network (ANN) was trained to classify speech into various severity levels within Universal Access dysarthric speech corpus and the TORGO database. An average classification accuracy of 96.44% and 98.7% was obtained for UA speech corpus and TORGO database respectively.","keywords: {Speech;Databases;Harmonic analysis;Estimation;Timbre;Speech recognition;Dysarthria;Severity level;Automatic assessment;Audio descriptors;Multi-taper},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7953122&isnumber=7951776,"C. Bhat, B. Vachhani and S. K. Kopparapu, ""Automatic assessment of dysarthria severity level using audio descriptors,"" 2017 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP), New Orleans, LA, USA, 2017, pp. 5070-5074, doi: 10.1109/ICASSP.2017.7953122."
"Automated Dysarthria Severity Classification Using Deep Learning Frameworks,","Dysarthria is a neuro-motor speech disorder that renders speech unintelligible, in proportional to its severity. Assessing the severity level of dysarthria, apart from being a diagnostic step to evaluate the patient's improvement, is also capable of aiding automatic dysarthric speech recognition systems. In this paper, a detailed study on dysarthia severity classification using various deep learning architectural choices, namely deep neural network (DNN), convolutional neural network (CNN) and long short-term memory network (LSTM) is carried out. Mel frequency cepstral coefficients (MFCCs) and its derivatives are used as features. Performance of these models are compared with a baseline support vector machine (SVM) classifier using the UA-Speech corpus and the TORGO database. The highest classification accuracy of 96.18% and 93.24% are reported for TORGO and UA-Speech respectively. Detailed analysis on performance of these models shows that a proper choice of a deep learning architecture can ensure better performance than the conventionally used SVM classifier.","keywords: {Deep learning;Support vector machines;Neural networks;Speech recognition;Signal processing;Reliability;Mel frequency cepstral coefficient;dysarthria;intelligibility;automatic assessment;deep learning},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9287741&isnumber=9287310,"A. A. Joshy and R. Rajan, ""Automated Dysarthria Severity Classification Using Deep Learning Frameworks,"" 2020 28th European Signal Processing Conference (EUSIPCO), Amsterdam, Netherlands, 2021, pp. 116-120, doi: 10.23919/Eusipco47968.2020.9287741."
"Deep Learning Based Speech Recognition for Hyperkinetic Dysarthria Disorder,","Speech recognition is a technology that aims to transform human speech into text and has applications in a variety of fields, including information technology, healthcare, automobiles, and others. This research explores the advantages of employing deep learning methods to provide individualized assistance technology solutions for people with dysarthria. We proposed a Convolutional Temporal Bidirectional Network (CTBNet) model for translating Russian Hyperkinetic Dysarthria Disorder (RHDD) speech into text. CTBNet encodes input audio features using 1D convolution layers, and BidirectionalGRU (Bi-GRU) layers. The encoder effectively captures both short-term and long-term spatial temporal information. More importantly, CTBNet includes with an attention-CTC decoder, that is responsible for producing output texts. We utilized a dataset of 2797 recordings of RHDD speech, with a cumulative recorded duration of 2 hours and 33 minutes, for training purposes. The CTBNet model has achieved a 15% Character Error Rate (CER) and a 59% Word Error Rate (WER) on the dataset proposed. Our experimental findings show superior performance compared to state-of-the-art models, namely, 3xCNN, and 3xLSTM, when evaluated on the same dataset.","keywords: {Training;Deep learning;Accuracy;Error analysis;Biological system modeling;Speech recognition;Transforms;dysarthria;recognition;encoder-decoder;deep learning;attention mechanism},",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10584052&isnumber=10583970,"A. M. Hashan, C. R. Dmitrievich, M. A. Valerievich, D. D. Vasilyevich, K. N. Alexandrovich and B. B. Andreevich, ""Deep Learning Based Speech Recognition for Hyperkinetic Dysarthria Disorder,"" 2024 IEEE Ural-Siberian Conference on Biomedical Engineering, Radioelectronics and Information Technology (USBEREIT), Yekaterinburg, Russian Federation, 2024, pp. 012-015, doi: 10.1109/USBEREIT61901.2024.10584052."
